#query	KEGG_ko
k141_185412_2	ko:K01610
k141_192652_15	ko:K04069
k141_1118531_1	ko:K02010
k141_1118546_1	ko:K00286
k141_1118546_4	ko:K02428
k141_192732_2	ko:K01438
k141_933575_5	ko:K02020,ko:K22003
k141_933575_7	ko:K07794
k141_933575_8	ko:K07793
k141_933575_11	ko:K00588
k141_192743_2	ko:K14998
k141_192743_3	ko:K07088
k141_5921_1	ko:K05788
k141_5921_4	ko:K02237
k141_563559_2	ko:K04761
k141_1118645_1	ko:K00245
k141_1118645_2	ko:K11179
k141_563564_2	ko:K00432
k141_563564_5	ko:K01867
k141_563564_6	ko:K05896
k141_563564_7	ko:K06024
k141_563564_8	ko:K06178
k141_563564_11	ko:K05845,ko:K05846
k141_563564_12	ko:K05847
k141_563564_13	ko:K01141
k141_563564_14	ko:K14445
k141_563564_19	ko:K04077
k141_563564_20	ko:K04078
k141_563564_21	ko:K07443
k141_563564_22	ko:K09767
k141_563564_23	ko:K00798
k141_563564_27	ko:K02003
k141_563564_28	ko:K00219,ko:K01069
k141_563564_29	ko:K02160
k141_563564_32	ko:K03576
k141_377880_1	ko:K01438
k141_933773_2	ko:K03324
k141_377913_1	ko:K01990
k141_377913_2	ko:K01992
k141_377913_4	ko:K02182,ko:K13776
k141_192871_1	ko:K00311
k141_933797_2	ko:K00666,ko:K20034
k141_933797_3	ko:K06190
k141_933797_4	ko:K05896
k141_933797_5	ko:K06024
k141_933797_6	ko:K06178
k141_192919_1	ko:K00108
k141_563689_3	ko:K03797
k141_563689_5	ko:K00404
k141_563689_6	ko:K00405
k141_563689_8	ko:K00406
k141_192935_1	ko:K07258
k141_192935_2	ko:K08305
k141_192935_3	ko:K09710
k141_192935_4	ko:K00969
k141_192935_5	ko:K00147
k141_933899_2	ko:K01952
k141_933905_1	ko:K02021
k141_749599_3	ko:K02025
k141_378014_1	ko:K01092
k141_378014_2	ko:K02533,ko:K15396
k141_749607_1	ko:K00826
k141_749607_3	ko:K02843
k141_749607_4	ko:K02841
k141_749607_5	ko:K00765
k141_749607_6	ko:K01496
k141_749607_7	ko:K03547
k141_6143_2	ko:K07176
k141_6143_4	ko:K07558
k141_6143_5	ko:K01975
k141_6143_7	ko:K09736
k141_6143_9	ko:K00784
k141_6143_10	ko:K00948
k141_934019_1	ko:K02996
k141_193044_2	ko:K08738
k141_193044_3	ko:K00274
k141_193044_9	ko:K04751,ko:K04752
k141_193044_10	ko:K01682
k141_563888_2	ko:K02209
k141_563888_8	ko:K02209
k141_563888_10	ko:K02209
k141_563889_5	ko:K01644
k141_563889_6	ko:K14449
k141_563889_10	ko:K01784
k141_563904_2	ko:K01951
k141_378182_1	ko:K09747
k141_378182_2	ko:K06187
k141_378182_4	ko:K02035,ko:K12368
k141_749747_1	ko:K03750
k141_749747_2	ko:K07396
k141_749747_3	ko:K01881
k141_563913_1	ko:K03703
k141_563913_2	ko:K03701
k141_563913_3	ko:K03702
k141_563913_13	ko:K07566
k141_563913_14	ko:K06963
k141_563913_16	ko:K02962
k141_563913_17	ko:K03424
k141_563913_19	ko:K00927
k141_563913_20	ko:K19302
k141_563913_23	ko:K07466,ko:K10742
k141_563913_28	ko:K01698
k141_563913_29	ko:K02492
k141_563913_30	ko:K02304
k141_563913_31	ko:K15635
k141_563913_32	ko:K09763
k141_563913_33	ko:K02974
k141_563913_34	ko:K02977
k141_563913_36	ko:K00384
k141_563913_38	ko:K03146
k141_6341_1	ko:K02031,ko:K02032
k141_378242_1	ko:K01255
k141_378242_3	ko:K11720
k141_563966_3	ko:K00184
k141_193239_2	ko:K00677
k141_193239_3	ko:K00748
k141_749868_1	ko:K02040
k141_934221_2	ko:K01876
k141_564090_1	ko:K01247
k141_564090_7	ko:K09723
k141_564090_8	ko:K01915
k141_564090_10	ko:K22447
k141_564090_11	ko:K00600
k141_564090_12	ko:K02322
k141_378345_2	ko:K01610
k141_378345_3	ko:K05826
k141_193314_1	ko:K00571,ko:K07316
k141_193314_4	ko:K01156
k141_193314_5	ko:K03703
k141_193314_6	ko:K06076
k141_193314_7	ko:K00014
k141_193314_8	ko:K00891
k141_193314_12	ko:K00845
k141_193314_13	ko:K01807
k141_193314_15	ko:K00809
k141_193314_19	ko:K02626
k141_193314_20	ko:K01142
k141_193314_23	ko:K09001
k141_193314_26	ko:K06999
k141_193314_27	ko:K05527,ko:K22066
k141_193314_28	ko:K07390
k141_193314_30	ko:K02482
k141_193314_31	ko:K08972
k141_193314_32	ko:K17052
k141_564193_1	ko:K02558
k141_750099_1	ko:K02434
k141_750099_2	ko:K03702
k141_750121_1	ko:K01953
k141_750124_1	ko:K01953
k141_378415_1	ko:K01392
k141_750178_1	ko:K02601
k141_750178_2	ko:K03073
k141_750178_3	ko:K02358
k141_750178_4	ko:K02358
k141_934459_1	ko:K00370
k141_564264_2	ko:K03526
k141_934468_2	ko:K18700
k141_1119394_1	ko:K00020
k141_934521_2	ko:K03183
k141_378543_1	ko:K00831
k141_378543_2	ko:K02469
k141_378543_4	ko:K01572
k141_378543_5	ko:K01615,ko:K02160
k141_1119429_1	ko:K07443
k141_1119429_2	ko:K00820
k141_750318_1	ko:K07082
k141_750318_2	ko:K00646
k141_193532_1	ko:K02536
k141_193532_3	ko:K07277
k141_193532_4	ko:K11749
k141_564474_1	ko:K07133
k141_564474_3	ko:K01638
k141_934647_1	ko:K10676
k141_934679_1	ko:K00966
k141_193609_1	ko:K00615
k141_193609_2	ko:K01092
k141_750469_3	ko:K00123
k141_193639_1	ko:K01803
k141_193639_2	ko:K08224
k141_564498_13	ko:K07496
k141_564498_14	ko:K00558
k141_564498_16	ko:K06223
k141_564498_18	ko:K19170
k141_564498_26	ko:K03630
k141_564498_30	ko:K06223
k141_934775_1	ko:K01641
k141_934775_3	ko:K00150
k141_750691_1	ko:K19511
k141_750698_1	ko:K03723
k141_750698_2	ko:K02199
k141_750698_3	ko:K13953
k141_934887_2	ko:K08299
k141_378920_4	ko:K07005
k141_564666_2	ko:K07133
k141_934946_1	ko:K03074
k141_934946_2	ko:K07738
k141_934946_3	ko:K11752
k141_7081_1	ko:K00053
k141_7081_3	ko:K13963
k141_564729_1	ko:K03686
k141_564729_3	ko:K04043
k141_379092_1	ko:K07497
k141_935174_1	ko:K07080
k141_379121_1	ko:K01338
k141_935208_1	ko:K00315
k141_935208_3	ko:K02030
k141_935208_4	ko:K02029
k141_935208_5	ko:K02029
k141_751142_2	ko:K02034
k141_379169_2	ko:K01657
k141_379169_3	ko:K01840
k141_379169_4	ko:K01496,ko:K11755
k141_379169_9	ko:K07276
k141_751161_1	ko:K03564
k141_751161_2	ko:K00330
k141_751161_3	ko:K00331
k141_751161_4	ko:K00332
k141_751161_5	ko:K00333
k141_751161_6	ko:K00337
k141_751161_7	ko:K00338
k141_751161_8	ko:K00339
k141_751161_9	ko:K00340
k141_751161_10	ko:K00342,ko:K12137,ko:K12141
k141_751161_11	ko:K00341
k141_751161_12	ko:K22169
k141_751161_13	ko:K02523
k141_751161_14	ko:K06137
k141_194204_1	ko:K01533
k141_194204_3	ko:K09792
k141_194205_1	ko:K01638
k141_935374_1	ko:K02866
k141_751282_1	ko:K00254
k141_1120196_2	ko:K08096
k141_935451_2	ko:K12256
k141_7386_1	ko:K07725
k141_751337_1	ko:K06942
k141_751337_2	ko:K01056
k141_751337_3	ko:K02897
k141_751337_4	ko:K00948
k141_751337_5	ko:K00919
k141_194369_1	ko:K01483
k141_194369_2	ko:K03458
k141_379391_1	ko:K01768
k141_751413_1	ko:K00847
k141_751413_2	ko:K03786
k141_751416_1	ko:K00847
k141_751416_2	ko:K03786
k141_565221_1	ko:K15633
k141_565221_2	ko:K02970
k141_7463_1	ko:K00020
k141_751464_1	ko:K07390
k141_751464_2	ko:K03594
k141_751464_4	ko:K07402
k141_751464_5	ko:K10763
k141_751464_7	ko:K01933
k141_565322_1	ko:K01586
k141_565322_3	ko:K01755
k141_194450_1	ko:K00133
k141_194450_2	ko:K00058
k141_194450_3	ko:K00831
k141_751601_1	ko:K12308
k141_751615_1	ko:K01479,ko:K01480
k141_751615_2	ko:K00919
k141_751648_1	ko:K21825,ko:K21826
k141_751648_2	ko:K11085
k141_751665_1	ko:K00394
k141_565431_1	ko:K04079
k141_751702_1	ko:K15784
k141_751702_2	ko:K03666
k141_751702_3	ko:K03665
k141_7643_1	ko:K07050
k141_935744_1	ko:K06024
k141_935744_2	ko:K06178
k141_379608_2	ko:K00799
k141_379694_2	ko:K02946
k141_379694_3	ko:K02906
k141_379694_4	ko:K02926
k141_379694_5	ko:K02892
k141_379694_6	ko:K02886
k141_379694_7	ko:K02965
k141_379694_8	ko:K02890
k141_379694_9	ko:K02982
k141_379694_10	ko:K02878
k141_379694_12	ko:K02961
k141_379694_13	ko:K02874
k141_379694_14	ko:K02895
k141_379694_15	ko:K02931
k141_379694_16	ko:K02954
k141_379694_17	ko:K02994
k141_379694_18	ko:K02933
k141_379694_19	ko:K02881
k141_379694_20	ko:K02988
k141_379694_21	ko:K02876
k141_379694_22	ko:K03076
k141_379694_23	ko:K02952
k141_379694_24	ko:K02948
k141_379694_25	ko:K02986
k141_379694_26	ko:K03040
k141_379694_27	ko:K02879
k141_379694_30	ko:K01822
k141_751902_2	ko:K15513
k141_935868_1	ko:K02575
k141_935868_2	ko:K00370
k141_752024_2	ko:K08323
k141_935956_1	ko:K00666
k141_935956_2	ko:K00566
k141_935956_3	ko:K01756
k141_935956_4	ko:K03404
k141_935956_5	ko:K03404,ko:K03405
k141_1120845_1	ko:K15371
k141_1120906_1	ko:K02063
k141_1120906_2	ko:K02064
k141_8151_1	ko:K08319
k141_752320_2	ko:K00133
k141_8227_1	ko:K07236
k141_8227_2	ko:K07237
k141_8227_3	ko:K11179
k141_1121108_1	ko:K09472
k141_1121108_2	ko:K00446
k141_1121108_3	ko:K00151
k141_1121115_1	ko:K01091,ko:K22292
k141_1121115_2	ko:K00384
k141_566028_1	ko:K00790
k141_566028_2	ko:K00013
k141_566028_3	ko:K00817
k141_936308_2	ko:K13821
k141_936318_2	ko:K01933
k141_936318_3	ko:K11175
k141_752412_1	ko:K02575
k141_752415_2	ko:K02575
k141_936349_1	ko:K00249
k141_752435_1	ko:K03431
k141_752435_2	ko:K03798
k141_752435_3	ko:K02427
k141_1121226_1	ko:K15778
k141_195270_1	ko:K03270
k141_195270_2	ko:K06041
k141_195270_3	ko:K07301
k141_195270_4	ko:K07102
k141_195270_5	ko:K00992
k141_195270_6	ko:K00652
k141_8387_3	ko:K00102
k141_8387_4	ko:K00384
k141_936481_1	ko:K01626
k141_936481_2	ko:K02028
k141_936481_3	ko:K02029
k141_752617_4	ko:K09801
k141_936543_1	ko:K07122
k141_936543_3	ko:K07390
k141_936543_6	ko:K01759
k141_936574_5	ko:K00344
k141_380388_1	ko:K10544
k141_380388_2	ko:K10545
k141_380388_3	ko:K10543
k141_566373_1	ko:K00219
k141_566373_2	ko:K01754
k141_566397_1	ko:K10747
k141_566397_2	ko:K06445
k141_566397_3	ko:K01897
k141_566397_4	ko:K01560
k141_752737_1	ko:K10439
k141_752737_3	ko:K01092
k141_752737_5	ko:K00574
k141_752737_7	ko:K06134
k141_752737_10	ko:K04042
k141_752737_11	ko:K14155
k141_752737_14	ko:K01679
k141_936623_2	ko:K03189
k141_936623_3	ko:K03188
k141_936623_4	ko:K03187
k141_936623_5	ko:K01430
k141_936623_6	ko:K01429
k141_936623_7	ko:K01428
k141_936623_8	ko:K20989
k141_936623_12	ko:K03497
k141_8586_2	ko:K06958
k141_8586_3	ko:K08485,ko:K11189
k141_566463_2	ko:K10408
k141_8616_2	ko:K00991
k141_566515_1	ko:K11717
k141_8657_2	ko:K02049
k141_8657_3	ko:K02050
k141_8657_4	ko:K07133
k141_8657_5	ko:K00344
k141_752811_1	ko:K00864
k141_8689_1	ko:K01599
k141_8689_3	ko:K00571
k141_8689_4	ko:K01155
k141_936688_1	ko:K00266
k141_936688_2	ko:K00265
k141_936688_4	ko:K00024
k141_936688_5	ko:K06920
k141_936688_6	ko:K10026
k141_936688_8	ko:K03640
k141_936688_9	ko:K03641
k141_936688_10	ko:K03646
k141_936688_11	ko:K03560
k141_936688_12	ko:K03562
k141_936688_13	ko:K03551
k141_936688_14	ko:K03550
k141_936688_15	ko:K01159
k141_936688_17	ko:K01876
k141_936688_20	ko:K01881
k141_566596_1	ko:K03046
k141_1121614_2	ko:K07451,ko:K07453
k141_752974_1	ko:K08299
k141_752974_2	ko:K22224
k141_566814_2	ko:K09013
k141_936885_1	ko:K07316
k141_936920_2	ko:K12136
k141_380818_2	ko:K00305,ko:K22087
k141_380818_3	ko:K00302
k141_380818_4	ko:K00304
k141_380818_5	ko:K00303
k141_753105_1	ko:K03701
k141_753159_4	ko:K00626
k141_753159_5	ko:K02010,ko:K02052
k141_753159_6	ko:K00611,ko:K09065,ko:K13252
k141_753159_7	ko:K00821
k141_380889_1	ko:K10764
k141_753182_1	ko:K00164
k141_753182_2	ko:K01647
k141_753182_4	ko:K00240
k141_753182_5	ko:K00239
k141_566956_1	ko:K02860
k141_566956_2	ko:K00554
k141_566956_3	ko:K02884
k141_567027_1	ko:K03638
k141_567027_4	ko:K02621
k141_567066_1	ko:K03801
k141_937067_1	ko:K02274
k141_196005_1	ko:K00031
k141_753348_1	ko:K06958
k141_753348_2	ko:K08485,ko:K11189
k141_753348_3	ko:K08483
k141_753352_2	ko:K11206
k141_381034_1	ko:K07107,ko:K12500,ko:K17735
k141_381034_2	ko:K00528
k141_937180_1	ko:K02548
k141_937180_3	ko:K18285
k141_196083_1	ko:K01692
k141_196083_2	ko:K01692
k141_753419_3	ko:K01768
k141_937235_2	ko:K02055
k141_937235_3	ko:K02054
k141_937235_4	ko:K02053
k141_567240_2	ko:K01876
k141_567240_3	ko:K02533,ko:K15396
k141_567240_4	ko:K01770
k141_567255_5	ko:K01995,ko:K01998
k141_9201_2	ko:K02876
k141_9248_1	ko:K07023
k141_937282_2	ko:K00930
k141_196244_1	ko:K06877
k141_196244_3	ko:K02238
k141_937333_1	ko:K02878
k141_937333_3	ko:K02904
k141_937333_4	ko:K02961
k141_937333_8	ko:K02874
k141_937333_9	ko:K02895
k141_937333_10	ko:K02931
k141_937333_11	ko:K02954
k141_937333_12	ko:K02994
k141_937333_13	ko:K02933
k141_937333_14	ko:K02881
k141_937333_15	ko:K02988
k141_937333_16	ko:K02907
k141_937333_17	ko:K02876
k141_937333_18	ko:K03076
k141_937333_19	ko:K02952
k141_937333_20	ko:K02948
k141_937333_21	ko:K02986
k141_937333_22	ko:K03040
k141_937333_23	ko:K02879
k141_937342_1	ko:K03563
k141_9370_1	ko:K02014
k141_9370_2	ko:K01952
k141_1122229_1	ko:K00626
k141_1122229_2	ko:K00833
k141_1122229_3	ko:K10778
k141_1122229_4	ko:K15461
k141_196293_6	ko:K07068
k141_196293_8	ko:K01897
k141_196293_11	ko:K00179
k141_196293_12	ko:K00180
k141_753651_3	ko:K15372
k141_1122260_1	ko:K03694
k141_1122260_4	ko:K00566
k141_1122260_5	ko:K01934
k141_1122260_6	ko:K02313
k141_567518_1	ko:K03296
k141_567584_1	ko:K02959
k141_567584_2	ko:K03601
k141_937495_1	ko:K05801
k141_381503_1	ko:K04042
k141_381503_2	ko:K00820
k141_567642_1	ko:K01104
k141_567642_3	ko:K01139
k141_753823_1	ko:K14776
k141_753823_2	ko:K14801
k141_1122474_1	ko:K18983
k141_567729_1	ko:K02600
k141_567729_2	ko:K02950
k141_567729_3	ko:K02992
k141_567729_5	ko:K06940
k141_567729_8	ko:K01174
k141_567729_11	ko:K01759
k141_1122480_1	ko:K03667
k141_1122480_2	ko:K00655
k141_381660_1	ko:K01872
k141_1122493_1	ko:K03833
k141_1122493_3	ko:K00020,ko:K00042
k141_1122493_4	ko:K12132
k141_1122493_5	ko:K00012
k141_1122493_6	ko:K00383
k141_1122493_7	ko:K01077
k141_1122493_8	ko:K03310
k141_196607_2	ko:K05826
k141_937808_1	ko:K02502
k141_937808_2	ko:K01939
k141_937917_1	ko:K07114
k141_9817_1	ko:K06857
k141_9817_2	ko:K05773,ko:K06857
k141_9817_3	ko:K05772
k141_9817_5	ko:K00058
k141_9817_6	ko:K01079
k141_9817_8	ko:K02838
k141_9817_9	ko:K00806
k141_1122811_1	ko:K02029,ko:K09971,ko:K10002,ko:K10037
k141_1122811_2	ko:K09972
k141_1122811_3	ko:K02914
k141_1122811_4	ko:K03536
k141_1122811_5	ko:K03217
k141_754326_3	ko:K03070
k141_382067_4	ko:K02010
k141_938092_1	ko:K02335
k141_938092_2	ko:K00574
k141_938105_1	ko:K01952
k141_196944_2	ko:K01878
k141_196944_4	ko:K07304
k141_196944_5	ko:K05878
k141_196944_8	ko:K11189
k141_196944_10	ko:K05879
k141_196944_11	ko:K10112
k141_196944_14	ko:K02026
k141_196944_15	ko:K02025
k141_1122935_1	ko:K09292
k141_1122935_6	ko:K07933
k141_754432_3	ko:K04072,ko:K13922
k141_754432_4	ko:K01897
k141_197084_2	ko:K02011
k141_197084_4	ko:K08311
k141_197084_5	ko:K08484
k141_568397_1	ko:K21071
k141_568397_7	ko:K15987
k141_382217_1	ko:K02275
k141_197096_1	ko:K02835
k141_197096_2	ko:K02493
k141_197096_3	ko:K10563
k141_197096_4	ko:K21029
k141_754523_3	ko:K03495
k141_10069_2	ko:K00860,ko:K07028
k141_10069_3	ko:K01082,ko:K01092
k141_10107_1	ko:K03177
k141_938451_2	ko:K01869
k141_754673_1	ko:K02001
k141_754675_1	ko:K02001
k141_938459_2	ko:K00951
k141_382402_1	ko:K00824
k141_1123117_3	ko:K05296
k141_1123117_4	ko:K16047,ko:K22027
k141_10231_2	ko:K02503
k141_197414_1	ko:K03190
k141_197414_2	ko:K03189
k141_382548_2	ko:K01652
k141_10331_1	ko:K00265
k141_754916_1	ko:K03062
k141_754916_2	ko:K03062
k141_755003_1	ko:K03181
k141_755003_2	ko:K05297
k141_755003_3	ko:K03089
k141_755003_4	ko:K03439
k141_755003_8	ko:K02428
k141_197500_3	ko:K16329
k141_197503_3	ko:K16329
k141_938826_2	ko:K14742
k141_938826_3	ko:K03722
k141_568883_1	ko:K06925
k141_568883_2	ko:K01448
k141_755096_1	ko:K12573
k141_10606_2	ko:K02199
k141_755163_1	ko:K02109
k141_755163_2	ko:K02113
k141_755163_4	ko:K02111
k141_755163_8	ko:K02115
k141_10617_1	ko:K14742
k141_10617_2	ko:K03752
k141_10617_4	ko:K01772
k141_10617_5	ko:K00939
k141_755208_1	ko:K01338
k141_569038_2	ko:K14083
k141_569038_3	ko:K00077
k141_1123478_2	ko:K06942
k141_1123478_3	ko:K01056
k141_1123478_4	ko:K01662
k141_197738_1	ko:K03526
k141_939050_1	ko:K01599
k141_939050_2	ko:K00266
k141_939050_3	ko:K00265
k141_939050_6	ko:K01719
k141_939050_7	ko:K01749
k141_939050_8	ko:K01755
k141_939050_9	ko:K01586
k141_939050_10	ko:K01778
k141_939050_12	ko:K03733
k141_755316_2	ko:K00045
k141_755316_4	ko:K02026
k141_569118_1	ko:K02224
k141_569118_2	ko:K19221
k141_382981_1	ko:K00046
k141_382981_2	ko:K15509
k141_755356_1	ko:K00970
k141_197884_3	ko:K04487
k141_197884_4	ko:K06864
k141_569464_2	ko:K09966
k141_569464_3	ko:K00285
k141_11049_1	ko:K01965
k141_11049_2	ko:K07588
k141_11049_3	ko:K05606
k141_197988_1	ko:K01889
k141_197988_3	ko:K02887
k141_755705_1	ko:K05807
k141_755705_2	ko:K01923
k141_755705_3	ko:K02621
k141_11114_1	ko:K00285
k141_755730_1	ko:K11085
k141_11116_1	ko:K02322
k141_11145_1	ko:K01952
k141_11145_2	ko:K00764
k141_11145_4	ko:K07023
k141_939415_1	ko:K06137
k141_11255_2	ko:K02003
k141_11255_3	ko:K10804
k141_11255_4	ko:K03611
k141_11255_5	ko:K14652
k141_755938_1	ko:K01915
k141_755948_1	ko:K02945
k141_755948_2	ko:K05788
k141_755948_4	ko:K19804
k141_755948_5	ko:K00012
k141_939573_2	ko:K01640
k141_755989_2	ko:K21323
k141_939621_1	ko:K00864
k141_939621_2	ko:K01432
k141_939621_3	ko:K00043
k141_756097_3	ko:K07318
k141_756112_6	ko:K07133
k141_939663_1	ko:K01007
k141_11475_3	ko:K03071
k141_198288_1	ko:K00111
k141_11547_1	ko:K02358
k141_939738_2	ko:K00812,ko:K12252
k141_939738_3	ko:K00315
k141_569923_3	ko:K07090
k141_939805_1	ko:K02000
k141_569939_1	ko:K00163
k141_569939_2	ko:K00627
k141_756259_1	ko:K01873
k141_756259_2	ko:K00558
k141_756259_4	ko:K02472,ko:K13015
k141_756259_5	ko:K08679
k141_756259_6	ko:K01870
k141_756259_7	ko:K02441
k141_756309_1	ko:K07050
k141_756309_4	ko:K02517
k141_756403_1	ko:K07462
k141_11764_2	ko:K15257
k141_11764_3	ko:K15256
k141_198511_3	ko:K02031
k141_198511_4	ko:K02034
k141_198511_5	ko:K02033
k141_198511_6	ko:K02035
k141_756459_1	ko:K03073
k141_756459_2	ko:K02601
k141_756459_3	ko:K02867
k141_756459_4	ko:K02863
k141_756459_5	ko:K02864
k141_756459_6	ko:K02935
k141_756459_7	ko:K03043
k141_756459_8	ko:K03046
k141_756505_1	ko:K09826
k141_756505_3	ko:K00113
k141_198592_2	ko:K06063
k141_198592_3	ko:K06063
k141_198592_5	ko:K06063
k141_570269_1	ko:K00315
k141_940195_3	ko:K02500
k141_940195_4	ko:K02501
k141_940195_6	ko:K03638
k141_940202_1	ko:K02622
k141_11898_1	ko:K03273
k141_11898_3	ko:K01879
k141_11898_4	ko:K01878
k141_11956_2	ko:K03260,ko:K07364,ko:K08601,ko:K08843,ko:K08844,ko:K11412,ko:K12076,ko:K17535,ko:K18626,ko:K21343
k141_11967_2	ko:K00571
k141_11967_4	ko:K00339
k141_11967_5	ko:K00340
k141_11967_6	ko:K00341
k141_11967_7	ko:K00342
k141_940291_3	ko:K03654
k141_940291_4	ko:K06861
k141_1124592_1	ko:K02945
k141_940350_1	ko:K03236
k141_940350_2	ko:K07178
k141_940350_3	ko:K06961
k141_756693_1	ko:K00958
k141_756693_2	ko:K01626
k141_384095_2	ko:K01962
k141_384095_3	ko:K04075
k141_384095_4	ko:K00339
k141_384095_5	ko:K00340
k141_384095_6	ko:K00341
k141_384095_7	ko:K00342
k141_384095_8	ko:K00343
k141_756723_3	ko:K09005
k141_756723_5	ko:K07090
k141_940487_3	ko:K02509
k141_940504_2	ko:K03391,ko:K05712
k141_12122_1	ko:K00795,ko:K13789
k141_940583_1	ko:K00111
k141_570727_1	ko:K07735
k141_570727_2	ko:K07447
k141_384337_1	ko:K13953
k141_384348_2	ko:K01014,ko:K01015,ko:K01016,ko:K01025,ko:K16949
k141_384350_2	ko:K10563
k141_384350_3	ko:K00523
k141_940739_1	ko:K06888
k141_940739_7	ko:K22317
k141_940739_8	ko:K22318
k141_940739_9	ko:K22319
k141_940739_10	ko:K22320
k141_940739_11	ko:K06133
k141_940816_2	ko:K11781
k141_940816_4	ko:K02257
k141_757264_1	ko:K00254
k141_757264_2	ko:K06182
k141_757284_1	ko:K00571
k141_757284_2	ko:K01625
k141_12452_1	ko:K00568
k141_12452_2	ko:K22292
k141_199240_1	ko:K05898
k141_199240_3	ko:K04764
k141_199240_4	ko:K01890
k141_940912_6	ko:K00010
k141_12554_2	ko:K00862
k141_12554_3	ko:K00058
k141_12554_4	ko:K01628
k141_12562_1	ko:K01876
k141_571040_2	ko:K00798
k141_384819_5	ko:K17095
k141_1125220_1	ko:K01756
k141_941055_2	ko:K01687
k141_941055_10	ko:K01657
k141_941055_11	ko:K01658
k141_941055_12	ko:K00766
k141_941144_3	ko:K10773
k141_941164_1	ko:K08483
k141_941187_2	ko:K04755
k141_941187_3	ko:K01907
k141_12764_1	ko:K00332
k141_384980_1	ko:K01892
k141_12781_1	ko:K01872
k141_571249_2	ko:K04771
k141_571249_3	ko:K03118
k141_571249_5	ko:K03750
k141_571249_6	ko:K03750,ko:K03753,ko:K13818
k141_571249_7	ko:K02569,ko:K03532,ko:K15876
k141_571249_8	ko:K01990
k141_571249_9	ko:K01421,ko:K01992,ko:K09690
k141_571249_10	ko:K03190
k141_571249_11	ko:K03189
k141_571249_13	ko:K01428
k141_571249_14	ko:K01429
k141_571249_15	ko:K01430,ko:K14048
k141_571249_16	ko:K11963
k141_571249_17	ko:K11962
k141_571249_18	ko:K01998,ko:K11961
k141_571249_20	ko:K01999
k141_571249_25	ko:K00984,ko:K19279
k141_571249_26	ko:K06872
k141_12822_3	ko:K07048
k141_941246_1	ko:K00625
k141_941246_2	ko:K01776,ko:K19802
k141_385128_1	ko:K00164
k141_571395_1	ko:K03701
k141_12966_1	ko:K15736
k141_571497_2	ko:K03611
k141_757848_1	ko:K04043
k141_1125587_2	ko:K00027
k141_13024_6	ko:K06168
k141_13024_7	ko:K06217
k141_13024_8	ko:K07042
k141_13024_9	ko:K06189
k141_13024_10	ko:K03820
k141_13024_11	ko:K00789
k141_13024_12	ko:K00297
k141_941501_2	ko:K02968
k141_941501_3	ko:K03980
k141_571577_1	ko:K06923
k141_571577_2	ko:K00620
k141_941503_1	ko:K07407
k141_758083_1	ko:K07443
k141_758083_2	ko:K00820
k141_385339_1	ko:K00590
k141_385339_2	ko:K00571
k141_385339_3	ko:K01962
k141_385339_4	ko:K02337
k141_385339_6	ko:K05516,ko:K05801,ko:K18481
k141_385339_7	ko:K00537
k141_385339_9	ko:K00858
k141_385339_10	ko:K03696
k141_385339_11	ko:K01409
k141_385339_12	ko:K03665
k141_385339_13	ko:K10773
k141_385339_15	ko:K00942
k141_385339_16	ko:K03060
k141_385339_17	ko:K13038
k141_385339_20	ko:K11991
k141_385339_21	ko:K02742
k141_385339_22	ko:K07301
k141_385339_23	ko:K02203
k141_385339_25	ko:K03926
k141_385339_27	ko:K00170
k141_385339_28	ko:K00172
k141_385339_30	ko:K02040
k141_385339_31	ko:K00169
k141_385339_32	ko:K03787
k141_385339_33	ko:K19302
k141_385339_34	ko:K01883
k141_385339_35	ko:K03218
k141_385339_36	ko:K03413
k141_385339_37	ko:K02654
k141_385339_40	ko:K02672
k141_385339_42	ko:K00031
k141_941628_1	ko:K01807
k141_941628_2	ko:K00995,ko:K08744
k141_941628_3	ko:K03703
k141_941628_4	ko:K07689
k141_758107_1	ko:K02013
k141_758107_2	ko:K02016
k141_941641_5	ko:K00666
k141_941641_6	ko:K03601
k141_941641_7	ko:K07313
k141_1125862_1	ko:K00795,ko:K13789
k141_1125862_2	ko:K03602
k141_1125862_4	ko:K02622
k141_1125862_5	ko:K11529
k141_1125900_1	ko:K03789
k141_1125900_3	ko:K15429
k141_758209_2	ko:K17758,ko:K17759
k141_1125907_1	ko:K00368,ko:K08100
k141_571850_3	ko:K19170
k141_200251_1	ko:K03977
k141_200251_4	ko:K01892
k141_200251_5	ko:K15539
k141_941920_1	ko:K03388
k141_941920_2	ko:K04748
k141_13485_1	ko:K07088
k141_941989_1	ko:K13292
k141_385698_1	ko:K03572
k141_385698_2	ko:K01448
k141_572025_3	ko:K02200
k141_200414_1	ko:K00615
k141_200414_2	ko:K08319
k141_200414_3	ko:K02026
k141_200414_4	ko:K02025
k141_200414_5	ko:K10112
k141_200414_6	ko:K02027
k141_572099_1	ko:K02355
k141_572099_2	ko:K02484,ko:K07639
k141_942195_1	ko:K03979
k141_942195_2	ko:K00931
k141_942203_3	ko:K13409
k141_572136_1	ko:K03243
k141_572136_2	ko:K07006
k141_572136_8	ko:K03660
k141_572136_9	ko:K07577
k141_942205_1	ko:K03590
k141_942205_3	ko:K00075
k141_942205_4	ko:K01924
k141_572149_3	ko:K01956
k141_942249_1	ko:K07305
k141_13782_2	ko:K00266
k141_572290_4	ko:K00795
